Scaffold_01	0	1000000	3926
Scaffold_01	1000000	2000000	1747
Scaffold_01	2000000	3000000	3552
Scaffold_01	3000000	4000000	2618
Scaffold_01	4000000	5000000	2566
Scaffold_01	5000000	6000000	2038
Scaffold_01	6000000	7000000	2614
Scaffold_01	7000000	8000000	4209
Scaffold_01	8000000	9000000	2450
Scaffold_01	9000000	10000000	1731
Scaffold_01	10000000	11000000	2879
Scaffold_01	11000000	12000000	4376
Scaffold_01	12000000	13000000	5533
Scaffold_01	13000000	14000000	2470
Scaffold_01	14000000	15000000	1716
Scaffold_01	15000000	16000000	1292
Scaffold_01	16000000	17000000	1924
Scaffold_01	17000000	18000000	3578
Scaffold_01	18000000	19000000	4996
Scaffold_01	19000000	20000000	4079
Scaffold_01	20000000	21000000	4639
Scaffold_01	21000000	22000000	3800
Scaffold_01	22000000	23000000	2354
Scaffold_01	23000000	24000000	2351
Scaffold_01	24000000	25000000	3250
Scaffold_01	25000000	26000000	2710
Scaffold_01	26000000	27000000	2751
Scaffold_01	27000000	28000000	3502
Scaffold_01	28000000	29000000	1891
Scaffold_01	29000000	30000000	1644
Scaffold_01	30000000	31000000	2690
Scaffold_01	31000000	32000000	2218
Scaffold_01	32000000	33000000	1661
Scaffold_01	33000000	34000000	598
Scaffold_01	34000000	35000000	3696
Scaffold_01	35000000	36000000	1771
Scaffold_01	36000000	37000000	2056
Scaffold_01	37000000	38000000	1316
Scaffold_01	38000000	39000000	3716
Scaffold_01	39000000	40000000	2732
Scaffold_01	40000000	41000000	950
Scaffold_01	41000000	42000000	1738
Scaffold_01	42000000	43000000	2486
Scaffold_01	43000000	44000000	2165
Scaffold_01	44000000	45000000	4727
Scaffold_01	45000000	46000000	1833
Scaffold_01	46000000	47000000	4650
Scaffold_01	47000000	48000000	2278
Scaffold_01	48000000	49000000	4399
Scaffold_01	49000000	50000000	1368
Scaffold_01	50000000	51000000	2689
Scaffold_01	51000000	52000000	2434
Scaffold_01	52000000	53000000	4122
Scaffold_01	53000000	54000000	3151
Scaffold_01	54000000	55000000	2350
Scaffold_01	55000000	56000000	4052
Scaffold_01	56000000	57000000	3121
Scaffold_01	57000000	58000000	2295
Scaffold_01	58000000	59000000	2809
Scaffold_01	59000000	60000000	3194
Scaffold_01	60000000	61000000	1418
Scaffold_01	61000000	62000000	1773
Scaffold_01	62000000	63000000	4336
